bathrooms,bedrooms,finishedsqft,price,totalrooms
2,1,1173,925000,4
1.5,1,1126,1090000,2
2.5,3,1828,2808000,6
3,4,1824,835000,8
2,4,1870,1015000,9
2,3,1402,1090000,7
3,4,1822,1210000,5
1.5,3,2080,1075000,8
3,3,846,675000,4
4,5,2795,2080000,9
1.25,1,794,535000,4
2,2,1753,1200000,6
5,3,2910,780000,11
1,2,678,838000,4
1,2,1200,870000,5
4,6,3320,1250000,12
2,2,1338,1225000,4
1,1,563,310000,3
1,2,1095,650000,6
3,3,3375,3200000,12
2,2,1244,1600000,3
3,5,2300,1850000,6
2,4,1696,730000,8
3,4,2262,2635000,8
1,1,732,894000,2
2,2,1575,905000,5
3,5,3000,2100000,12
3,4,1988,1775000,10
1,1,775,775000,3
2.5,2,1719,2800000,5
2,3,2125,1150000,8
2,2,775,708000,4
2,3,1486,975000,7
1.5,2,1058,1650000,6
2,2,1850,1700000,5
2,2,1100,1160000,7
2,2,1024,685000,5
2,4,2042,1350000,8
1,2,1146,1305000,5
2,2,995,1350000,4
2,3,2976,9500000,6
2,2,1400,1565000,4
2,4,1550,1127000,7
2.5,3,1350,1525000,6
1,3,1534,975000,6
1.5,3,995,660000,5
5,8,2000,800000,7
2,3,2500,2150000,10
1.5,3,1250,875000,6
3,3,1275,1038000,7
2,3,1660,1460000,6
1.25,3,1740,1500000,8
1,2,1105,1250000,5
1,1,793,710000,3
1,1,566,765000,3
1,1,469,830000,2
1,2,755,810000,4
4,5,2451,1108000,9
2,4,2490,1820000,7
2,3,1570,1700000,6
2,3,1400,1225000,5
2,2,1130,1560000,7
1,2,800,280000,4
1,3,1150,1008000,6
1,1,724,720000,4
2,2,1124,950000,4
1,1,616,730000,3
1,2,886,211000,4
1.5,3,1360,1005000,6
2,3,1238,1125000,7
2,3,1344,835000,5
1,2,1210,845000,5
2,3,1642,1200000,8
2.5,4,2040,3750000,8
3,4,2275,2830000,6
2,2,863,1150000,5
1,1,637,675000,4
1,2,1225,1210000,7
2.25,5,1288,1500000,8
3,3,2085,1900000,8
3,6,4500,1825000,13
2,2,1498,1195000,5
3,4,1500,1180000,5
2,2,1373,1325000,8
2,4,1595,1275000,7
3,4,1531,1350000,5
2,3,1530,1350000,7
2,2,1455,1200000,4
2,2,1243,1700000,4
2,2,1458,2535000,6
1,1,750,728000,2
1.5,1,1075,805000,3
1,3,1220,875000,6
2,5,2250,1500000,9
2,3,1864,1905000,7
1,2,903,870000,4
2,4,2000,1550000,8
2,2,1299,1225000,5
3.5,4,2614,1950000,23
6,7,7000,7500000,11
1,2,1175,825000,5
3.5,4,2062,1005000,7
2,3,1445,750000,6
4,5,3300,1000000,10
2,2,1444,1398000,4
2,3,1350,1350000,7
1,1,1062,1080000,4
1,2,1214,1350000,5
1.5,4,2360,1650000,8
3,3,2239,2508000,8
2,3,934,600000,5
1,1,830,590000,3
2,2,969,635000,4
1.5,2,1063,730000,4
1,1,778,842500,4
2.5,3,2081,1128000,9
3,3,2300,2100000,7
2,2,1209,1400500,5
2,3,1875,980000,7
1,2,1214,990000,5
2,3,1214,1150000,5
1,1,590,705000,3
2,3,1241,1450000,8
1,1,804,399000,3
1,1,605,799000,4
1,1,755,1325000,3
2,2,1165,1230000,4
2,2,832,900000,5
2,2,934,977000,4
1,3,1405,1166000,6
1,3,1250,535500,6
1,2,1250,795000,5
2,3,1600,1510000,7
1,2,712,899000,5
2,2,600,575000,4
1,0,563,578000,2
2,3,1903,2825000,7
4,4,2000,1020000,9
1,1,931,925000,3
4,3,1353,1200000,7
1,1,795,710000,2
1,0,671,710000,2
3,3,2460,2700000,8
3,3,1606,1900000,8
2,2,1125,1150000,6
4,6,2000,1400000,9
1,2,770,830000,4
1,2,1714,980000,6
1.5,3,1854,1075000,7
3,5,2592,1850000,9
2,4,1400,940000,8
2.5,3,3866,3295000,7
1,2,1000,3000,5
4,4,940,1270000,7
2,3,1200,1500000,6
4,4,6166,9998000,15
1,2,862,658000,4
1,3,1476,755000,7
2,3,1230,800000,6
2,3,1500,930000,6
1,1,677,585000,3
3,3,1679,2745000,6
2,2,1190,1350000,5
1,3,1125,1420000,5
1,2,790,840000,5
1,2,1153,1115000,5
1,2,1149,1200000,5
2,4,2150,1300000,10
1,1,722,770000,3
1,1,962,839500,3
2,3,1373,1400000,5
2,3,1755,1500000,6
2,2,1200,1850000,6
2,3,1764,1450000,7
1,1,686,628000,3
2.5,4,1909,1495000,10
1,1,830,725000,3
2,5,2010,1700000,7
4,4,1648,1150000,7
2,2,1006,1295000,4
2,2,1814,1630500,5
4,4,3377,2750000,10
1,1,540,200000,4
1,2,1000,1025000,4
2,5,2736,1530000,12
2,2,857,517000,5
1,1,875,630000,4
1,2,1700,690000,5
3,3,2850,3200000,9
1.5,2,1550,1950000,4
1,1,726,475000,3
2,3,2090,1500000,6
1,2,1150,1030000,5
3,5,2999,1480000,9
2,2,1260,527000,5
3,4,2396,1610000,8
1.5,3,1400,1603000,5
3,4,2517,1940000,8
2,2,1219,1225000,5
1,1,982,835500,3
3,2,1191,1403000,5
2,2,847,828000,5
4,4,1720,3750000,9
1.5,2,866,550000,5
1,2,900,978000,5
2,2,1084,1300000,5
2,3,1499,980000,7
1,1,681,525000,3
1,0,432,580000,1
1,2,862,855000,4
2,3,1850,1650000,9
1,3,1225,905000,6
1,1,780,863000,4
2,3,2460,3000000,6
1,1,810,738500,4
2,2,1185,1500000,5
2,2,843,475000,4
1,2,700,1275000,4
3,3,1881,2000000,8
1,3,1228,810500,5
1,1,853,950000,4
2,2,1245,1550000,5
1,1,862,1100000,4
1,2,862,630000,4
1,2,850,660000,4
2,3,1012,1225888,5
3,4,1622,1325000,9
2,4,2478,1275000,10
1,3,1504,1302500,7
1,3,1560,1615000,6
1,1,984,1005500,3
2,3,1674,730000,6
2,3,1594,770000,5
1,3,1258,1313000,6
2,2,1175,833000,5
2,3,1237,865000,6
3,4,1800,1375000,8
2.5,3,1335,1500000,5
3,4,1448,2260000,13
2,4,1929,1275000,9
2,4,2125,1575000,10
1,2,926,1015000,5
2,3,1900,1250000,6
2,2,1387,1450000,4
1,1,740,805000,2
2,2,877,1050000,5
1,2,664,1000000,4
1.5,3,1668,2300000,8
1,2,1175,1329000,5
3,8,3375,855000,15
2,2,1073,1260000,6
2,2,1240,895000,6
4,4,2600,1080000,6
2,2,1455,1125000,6
2,4,1806,1340000,7
2,2,1020,735000,4
1,1,767,575000,3
1,2,950,900000,4
2,3,1491,905000,6
3.5,4,2413,2130000,6
1,2,1450,1050000,6
2,4,1740,1325000,5
2,3,1825,1565000,6
3,5,2900,2250000,10
3.3,5,2309,1475000,12
2,3,1899,1780000,6
3,3,2062,975000,7
2.5,4,1726,560000,7
1,1,745,820000,3
2,2,1493,2150000,5
1,1,656,650000,3
2,4,2095,2100000,8
3,3,2234,1125000,3
2,2,1475,730000,7
2,4,1806,900000,8
1,2,825,952000,4
1,3,1435,985000,6
2,3,1975,1225000,7
1,3,1825,1408000,6
2,3,1879,750000,6
2,2,1430,776000,4
3,4,2000,2600000,7
1,2,1844,1612000,7
1,1,896,969000,4
2,3,1150,990000,5
1,2,940,392500,4
2.25,3,2295,2305000,7
2,3,1176,980000,5
2.5,3,1695,1700000,7
2,4,1725,491000,7
2,4,1575,749000,7
1.75,1,700,702000,3
2.5,3,1980,1901500,5
1,2,962,788000,5
2,3,1489,1200000,4
2,3,1462,2300000,6
2,3,1295,1560000,6
2,3,1864,2230000,7
2.5,2,3678,3300000,8
2,3,1002,1200000,7
1,3,1145,960000,5
5,5,2500,1650000,7
3,3,2420,3300000,7
1,4,1134,600000,6
2,3,1173,706000,5
1,1,775,656500,3
1,0,489,633000,2
2,2,1019,1986000,4
2,2,1286,1618000,4
1,1,840,750000,4
1,1,774,875000,3
2,2,1186,1000000,5
1,2,1324,1080000,6
2,4,1740,1225000,7
2,4,2208,2300500,10
4.5,4,3860,3300000,12
1,2,828,773500,5
2,2,1200,800000,6
2,3,1725,936000,7
1,2,1295,1575000,5
1,1,807,825000,3
1,2,1744,1380000,6
2,2,1585,1525000,5
2,5,3040,1100000,11
4,4,3000,2950000,10
3.5,5,3300,4500000,10
3,4,1600,1020000,6
5,3,2650,1250000,6
1,1,759,739000,4
2,2,826,925000,5
2,2,1317,550000,5
3,2,2066,2050000,6
1,2,936,1100000,4
2.5,4,1862,2125000,12
1.5,1,850,2225000,5
2,2,2086,2600000,5
1,1,842,505000,3
2,3,1144,720000,5
2,3,823,800000,5
2,2,1170,1490000,5
1,1,780,875000,4
2,2,980,700000,5
2,4,1960,960000,8
1,2,1036,1280000,4
1,3,1200,700000,6
3,5,1955,805000,9
3.5,3,1755,2050000,6
3,4,1510,2400500,7
3,4,2275,1890000,10
2.5,2,1443,1520000,5
2,2,1444,1665000,6
2,2,1095,830000,5
1,2,800,650000,4
1,2,750,873000,3
1,0,475,562000,3
1,2,1300,1450000,5
1.5,3,1180,1027500,6
1,2,880,1065000,4
2,3,2250,2000000,9
2,3,1880,1225000,6
1,2,825,937000,5
2,4,1569,1480000,7
3,4,2290,3100000,7
2,3,1850,1510000,7
2.5,3,2104,1480000,6
1,2,1263,728000,5
1,1,593,635000,2
1,1,1088,1275000,5
1,2,1200,1650000,5
2,1,1,1225000,3
2,3,2370,2625000,6
2,2,1945,2300000,5
3.5,4,2710,4050000,9
1,2,1200,999000,5
3.5,3,2250,1720000,6
1,2,950,805000,4
1,2,1188,910000,5
2,1,1065,938000,4
2,2,901,283500,4
1.5,1,1138,885000,3
2,1,1440,1395000,5
2,3,1876,1750500,6
3,3,1972,2500000,6
2,2,1350,954000,5
1,3,995,925000,5
3,4,2200,1225000,8
1,2,1525,1325000,5
2,3,1650,1585000,8
3,3,1428,2025000,6
1,2,972,880000,6
1,2,1345,1027000,6
2,3,1391,987000,7
3.5,3,1386,3400000,9
1.5,3,1125,725000,5
2,3,1776,758000,7
1,2,756,885000,5
2,2,1750,972000,7
3,3,2400,3115000,6
3.5,3,1325,1075000,9
2,4,1400,554000,7
2,5,2276,1150000,9
1,1,716,710000,3
2,3,1287,905000,5
3.5,4,2556,2000000,7
3,4,2250,925000,9
1,1,650,800000,3
2,4,2030,600000,6
2,3,1420,655000,8
2,2,950,610000,4
2,3,1994,1260000,8
2,2,1112,1300000,4
2,3,1108,750000,8
2,3,1462,950000,7
1,1,710,775000,3
1.25,2,1011,950000,5
1,3,1039,1125000,7
1.5,3,1437,1375000,6
1.5,3,1260,270000,7
2,3,1200,842000,6
2,2,1240,820000,5
2,2,1238,1745000,4
2,3,1003,735000,6
1.5,1,838,930000,4
2,2,980,1425000,5
2,4,1988,988888,9
1,2,960,1066000,5
1,2,1238,950000,5
4,4,3008,2600000,8
3,4,1960,1481500,7
4,5,2232,1695000,12
3.5,4,3992,3472000,12
2,2,1175,850000,4
2,2,1361,1075000,6
1,2,1426,1525000,5
1,1,650,600000,2
1,1,558,750000,2
1,2,1204,1251500,4
1,2,1190,886000,5
1,4,1712,1400000,6
1,1,767,850000,3
1,1,743,660000,3
1,1,757,590000,4
1.5,1,1379,1400000,4
2,2,1309,2050000,4
1,2,980,1005000,5
1,2,1287,1750000,5
1,1,823,823000,3
1.5,2,735,829000,4
2,2,1200,1225000,5
1,2,973,995000,5
4,6,3814,3703000,12
2,3,1400,860000,6
1,3,1482,865000,7
2,2,818,880000,4
2,3,1603,1430000,6
1,2,1080,1500000,5
1,2,954,1000000,5
4,5,1775,925000,5
1.5,3,1750,1403000,6
1,3,1840,1750000,8
1,1,936,830000,3
1,2,778,1150000,4
1,2,1214,969000,7
2,1,1483,1575000,6
2,3,1463,1410000,5
2,2,1769,2100000,5
2,3,1400,758000,6
2,4,1548,815000,8
1,2,945,880000,4
1,2,912,1222000,4
2,3,1836,1555000,6
2,2,950,1200000,4
2,2,1500,1560000,4
2,3,1668,1050000,7
1,1,933,1155000,4
3,3,1960,2532000,9
2,3,1806,3025000,8
2.5,3,1938,1380000,6
1,1,638,525000,3
2.5,4,2346,1600000,8
3,2,1640,1042000,6
2,3,1544,1280000,7
2,2,1205,1150000,8
1.3,2,1200,1200000,5
3.5,4,2939,2300000,9
2,2,1802,1992000,6
1,3,1620,1550000,6
1,2,1250,550000,6
2,2,1279,1460000,4
1.5,2,1225,1785000,6
3.5,4,3234,3200000,13
1,3,1125,800000,5
2,3,1404,1482000,9
2.5,3,1562,2275000,5
1,2,990,760000,4
2.5,2,1745,1595000,5
2,2,598,550000,4
2,3,1096,750000,5
3,3,2079,2925000,7
2,3,1628,2125000,7
4.5,4,4153,6500000,9
1,1,1062,899000,4
1,1,741,1230000,4
1,1,1375,2325000,5
2,3,1240,1120000,6
4,0,3436,1950000,17
2,2,1596,1259000,12
1.5,3,1554,1440000,5
1,2,1300,1300000,5
2,3,1850,1525000,6
1,2,1800,739500,7
1.5,3,2135,1625000,8
1,3,1750,1065000,5
2,2,1290,1500000,3
4.5,4,3523,5700000,8
6.5,4,8675,12500000,16
2,3,1700,500000,7
3.5,4,2700,850000,8
1.5,2,1490,1100000,5
1,2,1562,1152000,5
3,4,2914,2350000,11
6,9,6762,3330000,16
2,2,1,1485000,5
1,0,581,560000,2
1,1,960,1005000,3
2,2,1300,1009000,6
1,2,1200,825000,5
1,2,1456,1110000,6
1,2,1512,1380000,6
2,4,2500,3450000,9
4,6,4065,572000,13
1,3,1310,985000,7
2,2,1730,1515000,6
2,3,1250,1275000,7
1,1,731,735000,3
2,2,1126,560000,4
1,0,815,500000,2
2,3,1000,960000,5
1,1,615,575000,2
2,3,2025,1070000,8
3,3,2534,1838000,7
2,3,1850,2405000,8
1,2,950,925000,5
1,2,1200,490500,5
2,3,1116,675000,5
1,0,592,530000,3
1,2,1100,1030000,5
1,1,723,1450000,7
3,4,1860,2075000,10
1,2,1203,1500000,5
1.5,1,775,801000,4
1,1,899,1180000,3
3,2,1754,1240000,5
2,2,1000,1750000,6
1,3,1313,1000000,6
1,2,1248,1150000,4
1,2,1150,1705000,5
3,5,2003,830000,8
2,3,1450,1365000,8
1,0,600,455000,2
2,3,1700,1150000,8
3,3,2146,1355000,8
3,12,5625,2800000,18
1.25,2,1410,1075000,8
2,3,1960,1900000,8
1.5,1,1004,1060000,4
2,3,2568,2300000,7
2,3,1215,1525000,6
3,3,2175,3300000,7
2,2,1461,3175000,4
1,1,572,663000,2
1,1,691,750000,3
1,2,1337,1010000,4
1,1,690,800000,4
1,2,1200,1150000,5
1,2,800,905000,4
4.5,5,2700,2500000,7
2,3,2220,2535000,11
2,2,860,680000,4
1,2,890,1342000,4
3,4,2668,2200000,7
6.5,5,4000,4850000,5
2,3,1438,900000,6
2,1,863,993000,4
1,1,575,475000,3
3,3,1868,540000,5
1,2,1156,1150000,5
1,2,1150,1280000,6
2.5,2,1510,1600000,6
2,2,1700,850000,7
2,3,1750,860000,5
1,2,1189,1250000,5
2.5,3,2770,2550000,6
4,4,3773,6500000,9
2,3,1362,1227000,6
3.5,6,2246,1510000,9
1,1,800,750000,3
2,3,1350,600000,7
1,2,1105,825000,5
1,1,1010,1100000,5
1.5,3,1600,1629000,6
4.5,5,3360,1080000,13
1,2,800,765000,4
1,3,867,1280000,5
4,4,1655,805000,11
1.5,1,948,860000,2
1.5,1,1305,975000,8
1.5,1,1115,1075000,4
2,3,1300,1250000,7
1,2,1000,663500,5
2,4,1518,895000,7
1,4,2300,800000,8
2,2,1451,1075000,5
2,3,1360,901000,6
2,2,1297,1300000,4
1,2,1190,756000,5
2,2,1542,1150000,4
3,3,2025,1009500,6
2,2,1562,1390000,5
3,2,1462,900000,5
2,2,1403,1275000,5
2,2,1257,1590000,5
1,3,1145,1090000,5
1,2,850,780000,6
2,3,1360,1005000,5
4,4,3092,1250000,10
1,2,1300,1250000,5
3,2,1700,2251500,6
2,3,1900,180000,5
3,3,1457,1625000,5
1,3,1214,958000,5
2,2,1395,1380000,4
1,0,1030,1600000,5
5,5,3060,2565000,13
1,2,1080,750000,5
3,3,1515,482000,6
1,2,1175,745000,5
2,2,1645,1175000,5
1,0,307,415000,2
2,1,1185,977000,4
3,4,1935,2350000,8
2,3,750,617000,5
1.5,3,1328,800000,6
2,4,2210,1758000,6
2,4,1496,1135000,7
3,4,2170,1625000,7
1,1,1325,1510000,4
1,3,1578,271500,6
1,1,728,970000,5
3,3,2706,8100000,3
2,2,1031,1100000,5
2,2,1054,1550000,5
1,1,884,930000,3
1,2,1222,1305000,5
1.5,3,1595,2160000,6
2,4,1439,850000,7
2,2,980,1150000,5
2.5,5,3000,3000000,6
1,2,950,930000,4
3,4,2347,1550000,8
5,6,4197,3322500,14
2,3,1394,740000,6
3,3,2315,1775000,8
1,1,747,535000,4
2,3,1244,850000,6
3,4,2200,2050000,7
3.5,4,3150,4500000,11
1,2,1200,1213800,5
3,3,2201,1808500,6
1,2,1482,705000,5
2,3,1706,1484500,5
2,2,1400,1302000,8
1,2,975,625000,5
2,3,1828,1950000,6
2,2,1074,1100000,5
1,1,1249,1320000,3
1,3,1314,1605000,6
1,3,1405,1660000,7
1,3,1220,1100000,5
2,3,1454,1100000,6
1,1,566,575000,3
2,2,1534,1425000,5
1,3,1460,1300000,6
2,2,1200,570000,6
3,3,1871,1160000,7
2,1,1359,950000,6
2,2,1165,1508000,4
1,2,903,912500,4
2,2,1590,1100000,5
2,2,1671,800000,6
3.5,3,1966,2350000,6
1,2,800,407500,4
2.5,4,1613,1025000,7
2,3,1400,1298000,6
2,3,1660,1700000,7
2,3,1150,1242000,7
2,3,1395,1300000,7
2,3,1656,1450000,6
3,4,2887,1680000,9
2,4,1888,1990000,8
1,2,1620,700000,6
1,1,678,720000,3
1.5,1,1047,1260000,6
5,5,5000,999000,10
1,2,1678,1525000,6
3.5,4,3500,2250000,8
1,2,1045,670000,5
2,2,1235,1430000,5
1,1,819,1050000,3
2.5,2,1670,3000000,7
1,1,660,851000,4
2,2,1488,1538500,4
1,1,450,1075000,2
2,2,1069,1427000,5
2,2,2103,2910000,7
2.5,3,1700,1680000,6
1,2,1325,950000,5
2,3,1831,1765000,6
2,3,1750,1990000,6
1,3,1750,3500000,6
1.5,4,1468,1171500,5
4,6,2868,2895000,9
2,3,1572,1650000,6
1,2,850,580000,4
2,3,1250,850000,6
1,1,700,680000,3
2,3,1127,1260000,6
2,3,1388,1068000,6
2.5,3,1589,1400000,8
2,3,1375,588000,8
2,2,1475,981000,8
2,2,1105,1185000,5
2,2,1019,1295000,4
1,1,644,760000,3
2,2,1054,950000,3
4,6,3301,106000,15
2,3,1434,955000,7
2,3,1168,987500,7
3,4,2050,1705000,9
1,2,862,750000,4
2.5,3,2129,2200000,7
2,2,1120,1290000,5
2,3,1807,1850000,6
3,3,2613,3800000,9
4,5,2200,1680000,9
2.5,3,2216,1725000,7
2,3,1959,1200000,8
2,3,1297,660000,7
1.5,2,1087,1060000,5
2,2,1001,309000,5
1,2,835,820000,3
1,2,1040,800000,5
2,2,2478,1700000,9
6,7,5000,12000000,12
2,3,2007,1695000,4
4.5,5,3650,4600000,8
2,3,1811,1800000,9
3,4,2620,2000000,8
2,4,1153,1200500,6
1,1,819,1025000,3
3,6,3255,1785000,11
1.5,3,1246,1325000,5
3,4,2174,2800000,10
2,3,2138,1199000,7
1,2,1500,1050000,7
2,3,2080,1350000,7
1,2,986,1375000,6
4,4,3850,1100000,14
2,3,1809,1700000,7
2,3,1950,2800000,6
1,2,1200,630000,5
1,2,1562,1300000,6
2.5,3,1000,520000,4
2,2,936,880000,5
4.5,5,1222,6700000,5
2,2,1309,2338000,4
2,1,950,970000,4
1,1,1057,925000,4
2,2,1454,1140000,5
3,3,2329,1975000,7
1.5,1,875,3700000,3
1.5,4,2035,1410000,7
1,2,810,462000,6
2,2,1421,1140000,5
2,2,1421,1140000,5
2,2,1454,1140000,5
2,2,1421,1140000,5
2,2,1454,1140000,5
3,3,1400,2143500,6
5,8,8000,16760000,10
2,1,385,172500,3
1,1,958,835000,3
1,2,992,845000,5
1,2,1037,864000,11
1,1,575,2675000,4
3,3,2600,2940000,8
1,1,863,895000,3
2,2,1145,1333000,5
1,1,765,825000,4
1,2,1699,1375000,7
2,2,954,585000,4
2,1,944,865000,3
1,2,1068,900000,5
1.5,2,1151,1350000,4
3,3,2236,2625000,8
1,1,728,725000,4
2,2,1101,2100000,4
1,1,732,825000,3
2,2,1001,1125000,5
2.5,4,2166,1600000,11
3.5,3,2924,3600000,9
2,3,1623,910000,7
2,2,1350,1130000,6
5,5,4275,5627000,11
2.5,3,1449,1260000,6
2,2,1003,1015000,6
3,3,1950,1572000,6
1,3,1650,1800000,8
2,5,1866,750000,8
1,1,650,810000,3
2,2,1175,1557000,4
2,2,1343,1600000,5
2,4,1828,850000,9
2,2,1389,1350000,5
3,3,7750,1602500,4
1,2,1490,800000,5
1,3,1525,1255000,6
2,4,1690,785000,8
1,2,983,1705000,6
1.25,2,925,615000,4
1,1,756,900000,3
2.5,4,2820,1950000,10
1,4,1610,810000,7
1,2,1461,1610000,6
2,2,1084,750000,4
2,3,1980,1400000,7
2,3,2085,1650000,6
1.5,2,1648,1725000,6
1,1,764,831000,3
2,3,1622,1725000,3
1,2,1137,991000,5
2,2,2110,3320000,8
2,2,1175,825000,4
1,1,970,910000,3
1,1,1095,575000,4
1.5,1,1030,1001000,3
2,2,1255,1500000,4
3,3,2460,2700000,8
1,1,745,718000,3
2,2,816,730000,4
1,2,862,650000,4
7,5,4456,7000000,13
4,6,3632,6550000,12
1,2,1250,915000,5
2,2,3253,4950000,6
1.5,2,955,800000,4
1,2,1000,995000,4
5,6,4030,1330000,13
4,6,3008,940000,13
3,4,2787,1805000,7
3.5,4,3100,2215000,10
3,4,2675,2701000,8
3,4,1274,1200000,7
1,2,1287,1130000,5
2,3,1550,795000,6
1,3,1267,840000,5
2,2,1088,950000,4
1,1,840,800000,4
1,1,793,790000,3
2.5,3,1948,2100000,6
1,3,1350,1416000,6
3,3,1672,1420000,7
2,3,2100,1885000,6
2,2,1542,1200000,7
3,3,2122,1480000,7
2.5,4,1862,1790000,8
4,6,3639,2050000,13
2.5,3,2040,1650000,8
3,4,2521,1889000,8
1,1,755,1200000,3
1,0,618,615000,1
2,2,1153,1540000,5
5.5,9,5124,1410000,21
2,3,1350,1428000,8
3,3,1650,1725000,6
3,0,2750,375000,11
1,1,790,805000,5
2.5,3,1990,1910000,8
2,2,1642,1950000,5
3,4,2128,925000,7
1,0,436,625500,2
3,3,2005,1725000,7
1,1,821,800000,3
1,1,780,875000,4
2,3,1508,1455000,8
2,2,875,720000,4
1,2,1725,1850000,5
2,2,1560,1525000,9
1.5,3,1555,1825000,6
3,3,2268,1335000,8
1,2,1240,1425000,5
1,3,1469,1280000,7
1,3,1535,1540000,6
2,2,1084,730000,5
2,2,1344,1115000,6
2.5,3,2347,2400000,9
2,2,1688,928000,6
1,4,1745,1000000,6
4,5,2041,1000000,11
2.5,3,1688,2150000,6
1,1,718,575000,3
2,2,1501,1460000,5
2,2,1275,1200000,4
2,2,1565,1850000,3
2,2,1166,1375000,5
5,5,2479,1570000,5
2,2,1231,1305000,5
3,4,2668,1900000,9
1,2,1250,721000,5
1.5,1,980,810000,2
1,0,432,605000,1
1,1,668,799000,3
2.5,2,1297,1089000,5
2,1,831,730000,5
6,4,4798,11500000,8
1,2,846,980000,4
1,1,1017,1010000,5
2,2,1200,1150000,6
2,4,1600,1450000,7
2,2,3320,2300000,9
1,1,697,700000,11
1.5,3,1560,1340000,6
1.5,3,1240,2050000,7
1,2,825,725000,3
2,2,1578,1425000,7
3,3,1901,2610000,7
2,3,1832,1530000,7
3.5,3,3877,2858501,9
1,2,952,998000,5
5,5,3441,1045000,14
2,2,1912,1500000,7
2.5,3,2460,1775000,8
5,6,2778,1925000,9
1,2,1350,1150000,6
5,5,3776,4400000,10
2,4,1400,575000,5
1,2,1025,620000,5
1.5,2,1150,680000,4
2,3,1204,780000,8
2.5,4,1626,900500,7
2,3,1521,1425000,9
2,3,2052,1500000,6
2,3,2900,2330000,6
4,4,3710,3400000,10
2,3,1462,855000,6
2,2,1001,1250000,5
1,1,657,750000,3
1,1,842,1005000,3
2,3,1250,1050000,5
2,2,1034,815000,4
1,3,1810,1450000,7
1,2,1000,825000,5
1.5,2,1090,1300000,6
2,3,1415,2130000,7
1,2,1060,925000,5
2,4,1297,1340000,5
1,1,948,588000,3
2,3,1885,950000,6
1,2,1456,1100000,6
1,2,1465,1250000,6
1,2,775,1630000,4
2.5,3,2040,2225000,6
2,2,1200,1650000,4
2,2,1791,3250000,5
1,1,538,715000,3
2,1,960,797500,2
3,3,1622,1800000,6
2.5,3,2434,2400000,8
2,2,2052,2650000,4
3,3,2233,1525000,7
2,3,1824,535000,6
1,2,1350,975000,5
3,4,2016,1425000,8
3.5,3,3000,3450000,9
3,6,3251,2246500,14
1,2,1375,1425000,5
4,5,3353,3600000,10
2,4,2400,1625000,8
4,5,3819,2850000,9
2,2,989,1075000,5
2,3,1350,940000,4
2,2,1238,1675000,4
2,2,1059,1498000,4
2.5,3,1550,2175000,5
1,2,1000,750000,15
2,2,1231,1415000,5
1,2,1204,18000,5
2.5,3,2249,2615000,10
1,1,719,535000,3
2.5,3,2473,3900000,6
3,2,968,1320000,5
1,1,563,755000,3
2,1,982,920000,4
2,3,1362,1750000,7
2,2,1763,1770000,2
1,0,650,562500,3
2,2,936,950000,5
1,2,775,1100000,4
2,4,3070,1950000,10
2.5,4,1932,1300000,7
2,3,1850,1400000,6
1,1,697,975000,4
2,3,1458,1100000,7
1,2,1135,1505000,7
1,4,1784,2000000,6
4.5,6,3564,7050000,13
1,2,1272,890000,5
2,3,1606,950000,6
2,4,1200,1000000,6
2,2,1606,1400000,6
6.5,4,3700,1600000,8
3,4,2564,1762000,10
3.5,5,2793,1918000,9
2,4,2270,1200000,8
4,4,2500,1480000,12
2,4,2400,2125000,11
2,2,1785,2500000,6
2,3,1902,2875000,7
2,2,862,650000,4
2,3,1779,1386000,6
2,3,1665,1410000,8
2,3,2208,1450000,5
2,3,1507,1900000,8
3,4,3220,2895000,6
2,2,1063,529000,5
1.5,3,1070,665000,4
1,1,1017,700000,1
2,2,933,890000,5
1,1,782,832500,3
1,3,1340,1136000,6
2,3,1500,1610000,9
2,2,870,1150000,4
3,3,1608,1430000,7
2,3,1754,1475000,6
3,3,2195,2380000,8
2,3,1295,1180000,5
3,7,2059,1368000,11
1,1,657,785000,3
1,1,654,785000,3
1,1,903,788000,3
2,2,1961,3850000,5
2,2,812,716000,4
2,3,1180,830000,5
3,3,1436,1300000,7
2.5,3,1422,1100000,6
1,3,1313,1313000,5
1.5,2,1276,960000,5
4.5,3,1965,4500000,6
1,2,828,890000,5
1,2,1509,1057000,4
1.25,2,1525,1325000,5
2,4,2100,1052000,4
3.5,4,2640,2855000,8
2,2,1555,849000,6
2,2,950,615000,4
2,1,1173,1200000,4
1,3,1450,1380000,6
3,4,2104,950000,9
2,2,1348,980000,5
2,3,1438,1468000,5
2,4,2100,1965000,10
2,3,2077,2100000,7
1,2,1350,1090000,5
2,3,1253,1313000,5
3,4,2295,1500000,8
5,4,3680,3100000,10
2,2,1001,1136500,5
2,2,1426,2001000,5
2,2,1286,1266000,4
1,1,682,575000,4
3,3,2100,1750000,7
2,3,1662,1808000,8
3,4,2293,3150000,7
1,2,1300,752000,6
2,2,1449,900000,7
2,2,960,1120000,5
1,3,1450,1275000,6
3,3,5700,1440000,17
3.5,4,2988,4000000,12
4,6,4840,3315000,14
1,2,1050,550000,5
3,3,1500,1875000,9
2.5,4,2449,2700000,10
1,2,1049,960000,5
1.5,3,1140,698000,5
2,3,1815,155000,7
1,2,1105,750000,5
4,5,4271,3600000,10
1,2,720,875000,4
3,5,2500,1662000,7
2,2,906,466000,5
3,3,2157,800000,7
1,1,962,1025000,4
